全唐詩分卷目錄

巴斯光年 整理


卷809  靈一
卷810  靈澈 大易 法照 釋泚 龐蘊
卷811  護國 法振
卷812  清江
卷813-814  無可
卷815-821  皎然
卷822  廣宣
卷823  含曦 善生 韜光 知玄 元孚 棲白 應物 智亮 良乂 常達 僧鸞 神穎 澹交 文秀 懷楚 耽章
卷824  子蘭
卷825  可止 雲表 歸仁 卿雲 隱巒 泠然 大愚 懷濬 恒超 淨顯 修雅 元寂 若虛 文益 無則 謙光
卷826-837  貫休
卷838-847  齊己
卷848  尚顏 虛中 棲蟾
卷849  可朋 曇域 棲一 處默 修睦 無作 清尚 乾康
卷850  曇翼 隱求 智遠 無悶 尚志 玄寶 懷浦 亞棲 惟審 慕幽 釋彪 法輪 尚能 常雅 滄浩 若水 文鑒
卷851  慈恩寺沙門 水心寺僧 無名釋 南唐僧 吳越僧 唐末僧 神迥 可隆 爾鳥 元礎 悟清 契盈 淡然 庭實 知業 雲容 玄幽 志定 靈准 荊州僧
卷852  司馬承禎（以下道士） 張氳 司馬退之 裴翛然 軒轅彌明 陳寡言 李升 范堯佐 徐靈府 吳子來
卷853  吳筠
卷854  杜光庭
卷855  鄭遨 虞有賢 程紫霄 舒道紀 彭曉 魚又玄
卷856-859  呂巖
卷860  孫思邈 葉法善 張果 許宣平 成真人 朱子真 申歡 李遐周 趙惠宗 欒清 韓湘 侯道華 裴航 鍾離權
卷861  馬湘 張辭 陸禹臣 李真 殷七七 張令問 吳涵虛 李夢符 沈廷瑞 譚峭 伊用昌 許堅 許碏 張白 段穀 趙自然 李浩 徐釣者 藍采和
卷862  清遠道士 春台仙 酒肆布衣 嵩岳諸仙 芙蓉古丈夫 毛女 希道 隱者 廣陵道士 黃冠野夫 蜀中酒閣道人 章江書生 萼嶺書生 成都醉道士 樵夫 李公佐仆僕 木客 許大 許學士 紫微孫處士 青城丈人 太乙真君 方壺居士 太白山玄士 鄰道場人 無名氏 無名氏 劉道昌 李太玄 曲龍山仙 陳復休 鄭冠卿 陳蓬 伊夢昌
卷863  張雲容（以下女仙） 崔少玄 戚逍遙 卓英英 眉娘 洛川仙女 南溟夫人 雲台峰五女仙 昊清妻 上元夫人 慈恩塔院女仙 蜀宮羣仙 織女 嵩山女 青童 觀梅女仙 吳彩鸞 王氏女 毛女正美 桃花夫人 王仙仙 楊損 妙女
卷864  洞庭龍君（以下神） 龍護老人 冥吏 滕傳胤 水府君 李序 水神 輔國將軍 太白山神 瀵水神 湘中蛟女 龍女 廣利王女 湘妃廟 明月潭龍女 黃陵美人 吳興神女
卷865  慕容垂（以下鬼） 釋明解 巴峽鬼 河湄鬼 介胄鬼 李叔霽 竇裕 書生 虎丘山石壁鬼 陸憑 韓弇 尉佗 劉溉 鄭瓊羅 沈青箱 襄陽旅殯舉人 河中鬼 蕭微 張省躬 商山三丈夫 鄭適 甘露寺鬼 邵謁 石恪 富春沙際鬼 趙𤰳
卷866  九華山白衣 田達誠借宅鬼 長安中鬼 隔窗鬼 巴陵館鬼 徐侃 商山客死書生 冢中人 崇聖寺鬼 任彥思家鬼 峽中白衣 張仁寶 崔堂侍 李煜 龐德公 朱均 夷陵女郎 孔氏 唐晅妻張氏 韋璜 臨淄縣主 王氏婦 王麗貞 客戶里女子 密陀僧 西施 甄后 沙磧女子 陳宮妃嬪 湘中女子 薛濤 孟蜀妃張太華 安邑坊女 韋檢亡姬 蘇檢妻 宮嬪 金車美人 魏朋妻 劉氏亡婦 故臺城妓 無名女鬼 無名鬼 穠華（句） 張守中（句） 無名鬼（句）
卷867  渾家門客（以下怪） 長鬚國駙馬 原陵老翁 嚴含質 李微 維揚空莊四怪 柳藏經 太白山魔 金缶魅 東陽夜怪 田四郎 黑駒 筆精 二斑 白田獺魅 邢君才宅三怪 維揚少年 胡志忠 高侍郎 呂氏宅妖 袁少年 東柯院妖 嵩山小兒 魚腹丹書 魚身字 馬作人語 孫長史女 石甕寺燈魅 洛下女郎 袁長官女 真符女 夭桃 青衣春條 明器婢 妙香 廬山女 青蘿帳女 白蘋洲碧衣女子 新林驛女 白衣女子 鳳凰臺怪
卷868  肅宗（以下夢） 代宗 劉禹錫 刑鳳 石季武 王炎 沈亞之 盧獻卿 劉景復 郭仁表 國邵南 盧絳 張生 漳郡守 獨孤遐叔妻 張生妻 張氏女 病狂人 陳季卿 周延翰 任玠 杜牧 胥偃 曾崇範妻 張孜
卷869  高祖（以下諧謔） 睿宗 歐陽詢 長孫無忌 裴略 省吏 選人 裴玄智 竇昉 梁寶 釋元康 李榮 張元一 杜易簡 石抱忠 梁載言 劉行敏 陸子 楊廷玉 中宗朝優人 崔日用 吳人 封抱一 麴崇裕 權龍褒 崔泰之 蘇頲 張敬宗 韋鏗 邵景 李休烈 石惠泰 黃幡綽 祖詠 王昌齡 張懷慶 賀知章 顧況 史思明
卷870  高亭 賀遂涉 趙謙光 孔顒 呂溫 張祜 朱沖和 崔涯 李宣古 杜牧 盧肇 韋蟾 嚴震 章孝標 李紳 楊汝士 柳棠 朱澤 鄭光業 鄭愚 鄭仁表 胡曾 李昌符 孫子多 薛能 皮日休 鄭綮 徐彥若 崔立言 韋鵬翼 姚嶸 李日新 柳逢 黎瓘 張保胤 陸巖夢 李都 荊人 馮道幕客 李花開 馮暉 李濤 楊苧蘿 馮涓 盧延讓 蔣貽恭 李貞白 郫城令 李令 太守 劉炎
卷871  甘洽 閻敬愛 李和風 歸氏子 張魯封 李晝 楊鸞 座客 周顓 張鷟 施肩吾 蘇芸 包賀 蔡押衙 溫庭筠 顧雲 孫光憲 商則 羅穎 陳嶠 何承裕 李濤 程紫霄 僧法軌
卷872  無名氏
卷873  李兼（以下判） 杜兼 舒元輿 裴諝 李翱 韓滉 皇甫大夫 羅紹威 蕭結 王魯 伶人 張翱 趙武建 宋元素 張幹
卷874  歌
卷875  讖記
卷876  語
卷877  諺謎
卷878  謠
卷879  酒令
卷880  占辭
卷881  蒙求
卷882  褚亮（以下補遺） 陳叔達 王績 崔善為 許敬宗 盧照鄰 宋之問 蘇頲 薛曜 李懷遠 趙彥伯 喬備 孫逖 盧象 劉長卿 蕭穎士 王翰 張鼎 李白 杜甫 皇甫冉 張彪
卷883  嚴維 顧況 耿湋 竇叔向 王季友 劉商 楊巨源 歐陽詹 白居易 楊衡 丘丹 張碧 陳翥 長孫佐輔 竇鞏 姚合 李涉 張祜
卷884  杜牧 厲玄 趙璜 喻鳧 潘咸 劉得仁 薛瑩 賈島 莊南傑 薛能 朱景玄 許渾 李頻 李郢 于武陵 崔櫓 劉綺莊
卷885  皮日休 司空圖 羅隱 唐彥謙 方干 王駕 杜荀鶴 翁承贊 王貞白 張蠙 盧延讓
卷886  曹松 李洞 盧士衡 熊皎 孫魴 劉昭禹 劉乙 姚揆 陳光 楊凝式
卷887  盧言 裴諝 任要 韋洪 馬乂 張紹 鄭露 林披 公孫杲 李夐 暢甫 吳士矩 吳黔 崔融 錢信 胡傳美 許宏 文丙 路應 李縝 戴公懷 孟翔 崔耿 宇文鼎 郭密之 扈載 薛光謙 尉遲汾 馬令
卷888  靈澈 貫休 齊己 可朋 修睦 清豁 吳筠 李冶
卷889  明皇帝（以下詞） 昭宗皇帝 後唐莊宗 南唐嗣主李璟 後主煜 蜀主王衍 後蜀主孟昶
卷890  李景伯 沈佺期 裴談 張說 崔液 李白 元結 張志和 張松齡 韓翃 韋應物 王建 戴叔倫 劉禹錫 白居易 劉長卿 竇弘餘 康駢
卷891  杜牧 崔懷寶 鄭符 段成式 張希復 溫庭筠 皇甫松 司空圖 韓偓 張曙 鍾輻
卷892  韋莊 牛嶠
卷893  毛文錫 和凝 牛希濟
卷894  薛昭蘊 顧夐 鹿虔扆
卷895  魏承班 尹鶚 毛熙震
卷896  李珣 歐陽炯 歐陽彬
卷897  閻選 孫光憲
卷898  張泌 馮延巳 徐昌圖 徐鉉
卷899  庾傳素 劉侍讀 許岷 林楚翹 無名氏 楊貴妃 閩后陳氏 柳氏 王麗真女郎 耿玉真
卷900  呂巖 伊用昌


全唐詩逸目

卷上	明皇帝 德宗皇帝 楊師道 上官儀 張諤 丁仙芝 殷遙 王維 李頎 王昌齡 劉長卿 崔曙 李白 張謂 李嘉祐 錢起 顧況 陳潤 崔膺 馮宿 于鵠 楊巨源 劉禹錫 周元節 王魯復 陸暢 鮑溶 張蕭遠 殷堯藩 施肩吾 章孝標 陳標 楊收 許渾 喻鳧 祝元膺 趙嘏 崔澹 賈島 溫庭筠 方干 羅隱 羅虬 杜荀鶴 神穎（僧）
卷中	惠文太子 元兢 馬總 胡伯崇 高鶴林 朱千乘 清觀（僧） 陳閏 李堪 崔致遠 金立之 金可紀 莊翱（以下無考）陸翬 何元 斐公衍 蘇替 路半千 賀蘭暹 傅溫 曹戵 陳素風 唐樞 溫達 盧條 崔行檢 陳上卿 王幹 樊寔 張殷衡 殷穆解叔祿 石嚴 張野人 衛填 虞構 崔幢 李淮 金雲卿 楊郁伯 李伯良 林逢 長孫鎰 戴寥 豆盧岑 沈寧 李許 顧效古 盧邕 李潭 鄭明 王有初 周存孺 張牙 鄭師冉 章嶰 崔建 朴昂 郢展 韋振 漢皓 道彥 冀金 子泰 紹伯 郁回 季方 李侍御（以下失名）陸侍御 盧秀才 真元（以下僧） 真幹 久則 去奢 良人 宋休 清閒 靈業 大閑 奉蚌
卷下	無名氏 遊仙窟詩 李嶠附
