序號	Unicode	CJK+Code	Hanzi	缺字	字次	覆蓋率‱	累加覆蓋率%	部首編號	部首	部首外筆畫數
19469	2-9869	E6D5	𩡩		38	.00048	99.98059	1001	馬	2
19470	0-39E6		㧦		38	.00048	99.98059	0404	手	6
19471	2-96E9	E304	𩛩		38	.00048	99.9806	0909	食	7
19472	0-3CBD		㲽		38	.00048	99.9806	0425	水	3
19473	0-46D6		䛖		38	.00048	99.98061	0703	言	6
19474	0-4D86		䶆		38	.00048	99.98061	1304	鼠	8
19475	0-3562		㕢		38	.00048	99.98062	0708	貝	12
19476	2-3D9E	E538	𣶞		38	.00048	99.98062	0425	水	8
19477	0-44AA		䒪		38	.00048	99.98063	0623	艸	5
19478	2-3B46	EC63	𣭆		38	.00048	99.98063	0422	毛	5
19479	0-3B6A		㭪		38	.00048	99.98064	0415	木	7
19480	0-341C		㐜		38	.00048	99.98064	0105	乙	8
19481	0-41FD		䇽		38	.00048	99.98064	0601	竹	7
19482	0-4BC2		䯂		38	.00048	99.98065	1001	馬	24
19483	0-59C2		姂		38	.00048	99.98065	0309	女	4
19484	0-35BF		㖿		38	.00048	99.98066	0301	口	8
19485	0-4BBD		䮽		38	.00048	99.98066	1001	馬	15
19486	0-43A7		䎧		38	.00048	99.98067	0610	耒	8
19487	0-4409		䐉		38	.00048	99.98067	0613	肉	8
19488	0-43E9		䏩		38	.00048	99.98068	0613	肉	6
19489	0-36F1		㛱		38	.00048	99.98068	0309	女	9
19490	0-3572		㕲		38	.00048	99.98069	0301	口	4
19491	2-0DE0	E055	𠷠		38	.00048	99.98069	0301	口	9
19492	0-3F39		㼹		38	.00048	99.9807	0504	瓦	9
19493	0-38D3		㣓		38	.00048	99.9807	0330	彡	13
19494	0-44EA		䓪		38	.00048	99.98071	0623	艸	8
19495	0-3B92		㮒		38	.00048	99.98071	0415	木	9
19496	0-529C		劜		38	.00048	99.98072	0213	力	1
19497	2-0E04	F5C6	𠸄		38	.00048	99.98072	0301	口	8
19498	2-80E8	E66A	𨃨		38	.00048	99.98073	0711	足	10
19499	0-3B48		㭈		38	.00048	99.98073	0415	木	4
19500	2-8320	EE91	𨌠		38	.00048	99.98074	0713	車	8
19501	2-1FD2	E49E	𡿒		38	.00048	99.98074	0317	山	19
19502	0-3B51		㭑		38	.00048	99.98075	0415	木	5
19503	2-4234	E159	𤈴		38	.00048	99.98075	0426	火	7
19504	0-4978		䥸		38	.00048	99.98076	0801	金	17
19505	0-3CA5		㲥		38	.00048	99.98076	0422	毛	10
19506	2-A318	E6E6	𪌘		38	.00048	99.98077	1105	麥	5
19507	0-5CBE		岾		38	.00048	99.98077	0317	山	5
19508	0-7D37		紷		38	.00048	99.98077	0603	糸	5
19509	0-60D2		惒		38	.00048	99.98078	0401	心	8
19510	0-6DE7		淧		38	.00048	99.98078	0425	水	8
19511	0-6B4F		歏		38	.00048	99.98079	0416	欠	11
19512	0-8DE4		跤		38	.00048	99.98079	0711	足	6
19513	0-801A		耚		38	.00048	99.9808	0610	耒	5
19514	0-96AF		隯		38	.00048	99.9808	0804	阜	14
19515	0-6836		栶		38	.00048	99.98081	0415	木	6
19516	0-9281		銁		38	.00048	99.98081	0801	金	6
19517	0-631B		挛		38	.00048	99.98082	0404	手	6
19518	0-70B9		点		38	.00048	99.98082	0426	火	5
19519	0-9388		鎈		38	.00048	99.98083	0801	金	9
19520	0-7216		爖		38	.00048	99.98083	0426	火	16
19521	0-7650		癐		38	.00048	99.98084	0510	疒	13
19522	0-760E		瘎		38	.00048	99.98084	0510	疒	9
19523	0-654C		敌		38	.00048	99.98085	0618	舌	4
19524	0-699F		榟		38	.00048	99.98085	0415	木	10
19525	0-7BA3		箣		38	.00048	99.98086	0601	竹	8
19526	0-8DA5		趥		38	.00048	99.98086	0710	走	9
19527	0-66DF		曟		38	.00048	99.98087	0412	日	15
19528	0-8CF0		賰		38	.00048	99.98087	0708	貝	9
19529	0-8963		襣		38	.00048	99.98088	0628	衣	14
19530	0-8BB0		记		38	.00048	99.98088	0703	言	3
19531	0-68FE		棾		38	.00048	99.98089	0415	木	8
19532	0-7703		眃		38	.00048	99.98089	0515	目	4
19533	0-6076		恶		38	.00048	99.9809	0401	心	6
19534	0-71E9		燩		38	.00048	99.9809	0426	火	13
19535	0-73E8		珨		38	.00048	99.9809	0502	玉	6
19536	0-8243		艃		38	.00048	99.98091	0620	舟	7
19537	0-92F3		鋳		38	.00048	99.98091	0801	金	7
19538	0-7542		畂		38	.00048	99.98092	0508	田	3
19539	0-71CA		燊		38	.00048	99.98092	0426	火	12
19540	0-8A1C		訜		38	.00048	99.98093	0703	言	4
19541	0-7851		硑		38	.00048	99.98093	0518	石	6
19542	0-9737		霷		37	.00047	99.98094	0807	雨	13
19543	0-EF01	EF01			37	.00047	99.98094	0902	頁	10
19544	0-F69D	F69D			37	.00047	99.98095	0303	土	9
19545	0-976A		靪		37	.00047	99.98095	0902	革	2
19546	0-EA2C	EA2C			37	.00047	99.98096	0101	一	5
19547	0-EB4F	EB4F			37	.00047	99.98096	0313	山	7
19548	0-EF56	EF56			37	.00047	99.98097	0305	廾	7
19549	0-EF24	EF24			37	.00047	99.98097	1104	鳥	11
19550	0-ED79	ED79			37	.00047	99.98098	0509	禾	9
19551	0-F5D9	F5D9			37	.00047	99.98098	0303	土	9
19552	2-793E	E2C2	𧤾		37	.00047	99.98099	0702	角	12
19553	0-5B42		孂		37	.00047	99.98099	0309	女	17
19554	0-ED29	ED29			37	.00047	99.98099	0512	疒	12
19555	2-9B4F	E6CC	𩭏		37	.00047	99.981	1004	髟	7
19556	0-3F41		㽁		37	.00047	99.981	0504	瓦	12
19557	0-49F1		䧱		37	.00047	99.98101	0806	隹	2
19558	0-493E		䤾		37	.00047	99.98101	0801	金	10
19559	2-7D1B	EE64	𧴛		37	.00047	99.98102	0707	豸	13
19560	0-4BA9		䮩		37	.00047	99.98102	1001	馬	9
19561	0-4756		䝖		37	.00047	99.98103	0707	豸	4
19562	0-410C		䄌		37	.00047	99.98103	0519	示	8
19563	0-57C1		埁		37	.00047	99.98104	0303	土	7
19564	0-48E1		䣡		37	.00047	99.98104	0717	邑	13
19565	0-4869		䡩		37	.00047	99.98105	0713	車	10
19566	2-735D	EE2E	𧍝		37	.00047	99.98105	0625	虫	9
19567	2-A13B	E330	𪄻		37	.00047	99.98106	1102	鳥	11
19568	2-414A	E887	𤅊		37	.00047	99.98106	0425	水	20
19569	0-41EC		䇬		37	.00047	99.98107	0601	竹	6
19570	0-4B24		䬤		37	.00047	99.98107	0909	食	3
19571	0-4A04		䨄		37	.00047	99.98107	0806	隹	11
19572	0-42F8		䋸		37	.00047	99.98108	0603	糸	9
19573	0-4BDC		䯜		37	.00047	99.98108	1002	骨	8
19574	2-93F4	F825	𩏴		37	.00047	99.98109	0903	韋	16
19575	2-07C3	E3DC	𠟃		37	.00047	99.98109	0212	刀	12
19576	2-8C25	EA15	𨰥		37	.00047	99.9811	0801	金	19
19577	0-3A76		㩶		37	.00047	99.9811	0404	手	20
19578	0-4A56		䩖		37	.00047	99.98111	0902	革	4
19579	0-3F99		㾙		37	.00047	99.98111	0510	疒	7
19580	0-4968		䥨		37	.00047	99.98112	0801	金	14
19581	0-58C9		壉		37	.00047	99.98112	0303	土	13
19582	0-3AAB		㪫		37	.00047	99.98113	0406	攴	14
19583	2-34C8	E866	𣓈		37	.00047	99.98113	0415	木	8
19584	2-9642	E6C5	𩙂		37	.00047	99.98114	0907	風	12
19585	0-3960		㥠		37	.00047	99.98114	0401	心	9
19586	0-3827		㠧		37	.00047	99.98114	0317	山	19
19587	0-48E9		䣩		37	.00047	99.98115	0718	酉	4
19588	2-710F	E919	𧄏		37	.00047	99.98115	0623	艸	18
19589	0-3FD2		㿒		37	.00047	99.98116	0510	疒	14
19590	2-69B7	E223	𦦷		37	.00047	99.98116	0617	臼	15
19591	2-9E0A	E70C	𩸊		37	.00047	99.98117	1101	魚	8
19592	0-57EC		埬		37	.00047	99.98117	0303	土	8
19593	2-9E72	F6F2	𩹲		37	.00047	99.98118	1101	魚	10
19594	0-4975		䥵		37	.00047	99.98118	0801	金	16
19595	0-4A1E		䨞		37	.00047	99.98119	0807	雨	9
19596	0-3E42		㹂		37	.00047	99.98119	0433	牛	8
19597	0-40EB		䃫		37	.00047	99.9812	0518	石	13
19598	2-25D9	E9EC	𢗙		37	.00047	99.9812	0401	心	4
19599	2-7CCF	E957	𧳏		37	.00047	99.98121	0707	豸	7
19600	0-38A9		㢩		37	.00047	99.98121	0328	弓	3
19601	2-9A2C	EA18	𩨬		37	.00047	99.98122	1002	骨	5
19602	0-376A		㝪		37	.00047	99.98122	0311	宀	11
19603	0-3ED1		㻑		37	.00047	99.98122	0502	玉	8
19604	2-82A7	E27F	𨊧		37	.00047	99.98123	0713	車	3
19605	2-3945	EC5D	𣥅		37	.00047	99.98123	0417	止	2
19606	0-34CE		㓎		37	.00047	99.98124	0209	冫	7
19607	2-38F2	E151	𣣲		37	.00047	99.98124	0416	欠	10
19608	0-4D0C		䴌		37	.00047	99.98125	1102	鳥	13
19609	2-4C55	E8B9	𤱕		37	.00047	99.98125	0508	田	5
19610	0-3C7C		㱼		37	.00047	99.98126	0419	殳	3
19611	0-3BCD		㯍		37	.00047	99.98126	0415	木	11
19612	2-22F8	EB82	𢋸		37	.00047	99.98127	0324	广	16
19613	2-5EFF	E62C	𥻿		37	.00047	99.98127	0602	米	10
19614	0-431E		䌞		37	.00047	99.98128	0603	糸	13
19615	2-3875	EC54	𣡵		37	.00047	99.98128	0415	木	23
19616	0-3BCF		㯏		37	.00047	99.98129	0415	木	11
19617	0-3DA7		㶧		37	.00047	99.98129	0426	火	4
19618	0-437B		䍻		37	.00047	99.9813	0606	羊	12
19619	0-56D2		囒		37	.00047	99.9813	0301	口	20
19620	2-4EDE	ED2C	𤻞		37	.00047	99.9813	0510	疒	14
19621	0-5757		块		37	.00047	99.98131	0303	土	4
19622	2-5CCD	E210	𥳍		37	.00047	99.98131	0601	竹	12
19623	0-549C		咜		37	.00047	99.98132	0301	口	5
19624	2-6064	E278	𦁤		37	.00047	99.98132	0603	糸	8
19625	0-468E		䚎		37	.00047	99.98133	0701	見	11
19626	2-5CCA	E209	𥳊		37	.00047	99.98133	0601	竹	12
19627	0-5746		坆		37	.00047	99.98134	0303	土	4
19628	0-357F		㕿		37	.00047	99.98134	0301	口	3
19629	0-3D1D		㴝		37	.00047	99.98135	0425	水	9
19630	2-1E50	E44A	𡹐		37	.00047	99.98135	0317	山	8
19631	0-35E6		㗦		37	.00047	99.98136	0301	口	11
19632	0-52FD		勽		37	.00047	99.98136	0214	勹	2
19633	0-44CA		䓊		37	.00047	99.98137	0623	艸	7
19634	2-3A4A	E0E9	𣩊		37	.00047	99.98137	0418	歹	10
19635	2-1522	E045	𡔢		37	.00047	99.98137	0304	士	6
19636	2-5674	E8B3	𥙴		37	.00047	99.98138	0519	示	7
19637	2-5464	E5AF	𥑤		37	.00047	99.98138	0518	石	5
19638	2-A523	E71D	𪔣		37	.00047	99.98139	1303	鼓	8
19639	0-55F4		嗴		37	.00047	99.98139	0301	口	9
19640	0-4CFD		䳽		37	.00047	99.9814	1102	鳥	11
19641	2-1BF7	E049	𡯷		37	.00047	99.9814	0314	尢	8
19642	0-44D9		䓙		37	.00047	99.98141	0623	艸	8
19643	0-4D7A		䵺		37	.00047	99.98141	1302	鼎	3
19644	0-6507		攇		37	.00047	99.98142	0404	手	16
19645	2-5DA0	E21C	𥶠		37	.00047	99.98142	0601	竹	15
19646	0-5FC2		忂		37	.00047	99.98143	0331	彳	18
19647	0-77C4		矄		37	.00047	99.98143	0515	目	14
19648	0-90EE		郮		37	.00047	99.98144	0717	邑	8
19649	0-936F		鍯		37	.00047	99.98144	0801	金	9
19650	0-935E		鍞		37	.00047	99.98145	0801	金	9
19651	0-7B76		筶		37	.00047	99.98145	0601	竹	7
19652	0-7E77		繷		37	.00047	99.98145	0603	糸	13
19653	0-82F3		苳		37	.00047	99.98146	0623	艸	5
19654	0-892F		褯		37	.00047	99.98146	0628	衣	10
19655	0-6AAB		檫		37	.00047	99.98147	0415	木	14
19656	0-8E28		踨		37	.00047	99.98147	0711	足	8
19657	0-693B		椻		37	.00047	99.98148	0415	木	9
19658	0-857B		蕻		37	.00047	99.98148	0623	艸	13
19659	0-78ED		磭		37	.00047	99.98149	0518	石	11
19660	0-7A41		穁		37	.00047	99.98149	0521	禾	9
19661	0-62C3		拃		37	.00047	99.9815	0404	手	5
19662	0-887C		衼		37	.00047	99.9815	0628	衣	4
19663	0-6DD5		淕		37	.00047	99.98151	0425	水	8
19664	0-70EC		烬		37	.00047	99.98151	0426	火	6
19665	0-6D5D		浝		37	.00047	99.98152	0425	水	7
19666	0-611D		愝		37	.00047	99.98152	0401	心	9
19667	0-6AD7		櫗		37	.00047	99.98152	0415	木	14
19668	0-69F6		槶		37	.00047	99.98153	0415	木	11
19669	0-6B53		歓		37	.00047	99.98153	0416	欠	11
19670	0-6F73		潳		37	.00047	99.98154	0425	水	11
19671	0-6B6E		歮		37	.00047	99.98154	0417	止	8
19672	0-6BE2		毢		37	.00047	99.98155	0422	毛	6
19673	0-72DD		狝		37	.00047	99.98155	0434	犬	5
19674	0-6EE3		滣		37	.00047	99.98156	0425	水	10
19675	0-6122		愢		37	.00047	99.98156	0401	心	9
19676	0-681B		栛		37	.00047	99.98157	0415	木	6
19677	0-8AB4		誴		37	.00047	99.98157	0703	言	8
19678	0-EEE8	EEE8			36	.00046	99.98158	0805	隹	7
19679	0-9DE0		鷠		36	.00046	99.98158	1102	鳥	11
19680	0-9BBE		鮾		36	.00046	99.98159	1101	魚	7
19681	0-9ADE		髞		36	.00046	99.98159	1003	高	13
19682	0-EE0F	EE0F			36	.00046	99.98159	0625	卄	12
19683	0-981D		頝		36	.00046	99.9816	0906	頁	6
19684	0-ED26	ED26			36	.00046	99.9816	0512	疒	10
19685	0-98A9		颩		36	.00046	99.98161	0907	風	3
19686	0-98AB		颫		36	.00046	99.98161	0907	風	4
19687	0-98C5		飅		36	.00046	99.98162	0907	風	12
19688	0-F773	F773			36	.00046	99.98162	0625	卄	13
19689	0-9ECB		黋		36	.00046	99.98163	1201	黃	6
19690	0-E264	E264			36	.00046	99.98163	0625	卄	12
19691	0-ED7C	ED7C			36	.00046	99.98164	0509	禾	14
19692	0-9BFA		鯺		36	.00046	99.98164	1101	魚	8
19693	0-9D11		鴑		36	.00046	99.98164	1102	鳥	5
19694	0-3D06		㴆		36	.00046	99.98165	0425	水	8
19695	0-4C51		䱑		36	.00046	99.98165	1101	魚	7
19696	0-4C37		䰷		36	.00046	99.98166	1101	魚	4
19697	0-4BD6		䯖		36	.00046	99.98166	1002	骨	7
19698	0-49D1		䧑		36	.00046	99.98167	0804	阜	8
19699	2-272C	E38A	𢜬		36	.00046	99.98167	0401	心	9
19700	0-4A4D		䩍		36	.00046	99.98168	0901	面	12
19701	0-4567		䕧		36	.00046	99.98168	0623	艸	15
19702	0-4870		䡰		36	.00046	99.98169	0713	車	11
19703	0-599C		妜		36	.00046	99.98169	0309	女	4
19704	0-4662		䙢		36	.00046	99.9817	0628	衣	12
19705	0-41B5		䆵		36	.00046	99.9817	0522	穴	12
19706	0-460E		䘎		36	.00046	99.9817	0625	虫	22
19707	0-5B23		嬣		36	.00046	99.98171	0309	女	14
19708	0-5548		啈		36	.00046	99.98171	0301	口	8
19709	0-4C59		䱙		36	.00046	99.98172	1101	魚	8
19710	0-3A7A		㩺		36	.00046	99.98172	0405	支	4
19711	0-38BB		㢻		36	.00046	99.98173	0328	弓	8
19712	0-3F32		㼲		36	.00046	99.98173	0504	瓦	9
19713	2-3017	ECFD	𣀗		36	.00046	99.98174	0406	攴	14
19714	2-1E4B	E444	𡹋		36	.00046	99.98174	0317	山	8
19715	0-45FF		䗿		36	.00046	99.98175	0625	虫	14
19716	0-3E39		㸹		36	.00046	99.98175	0433	牛	7
19717	2-726A	E8D3	𧉪		36	.00046	99.98175	0625	虫	5
19718	0-48A1		䢡		36	.00046	99.98176	0716	辵	9
19719	0-54FE		哾		36	.00046	99.98176	0301	口	7
19720	2-9FC1	EF1D	𩿁		36	.00046	99.98177	1102	鳥	4
19721	0-4F06		伆		36	.00046	99.98177	0203	人	4
19722	0-3439		㐹		36	.00046	99.98178	0203	人	4
19723	2-1F94	E48D	𡾔		36	.00046	99.98178	0317	山	15
19724	2-A4A1	E71B	𪒡		36	.00046	99.98179	1203	黑	11
19725	2-2D85	E55E	𢶅		36	.00046	99.98179	0404	手	13
19726	0-4B6D		䭭		36	.00046	99.9818	0910	首	9
19727	2-0E5B	EAC6	𠹛		36	.00046	99.9818	0301	口	10
19728	2-3CFB	E108	𣳻		36	.00046	99.9818	0425	水	6
19729	0-482F		䠯		36	.00046	99.98181	0711	足	17
19730	0-3F23		㼣		36	.00046	99.98181	0504	瓦	6
19731	2-90A2	E965	𩂢		36	.00046	99.98182	0807	雨	6
19732	0-563A		嘺		36	.00046	99.98182	0301	口	12
19733	0-49CA		䧊		36	.00046	99.98183	0804	阜	7
19734	2-0E4D	E406	𠹍		36	.00046	99.98183	0301	口	10
19735	0-4BC1		䯁		36	.00046	99.98184	1001	馬	19
19736	0-3A45		㩅		36	.00046	99.98184	0404	手	12
19737	0-34DF		㓟		36	.00046	99.98185	0212	刀	5
19738	0-3D96		㶖		36	.00046	99.98185	0425	水	18
19739	2-4EA5	E5D3	𤺥		36	.00046	99.98185	0510	疒	12
19740	0-4C19		䰙		36	.00046	99.98186	1007	鬲	4
19741	0-418F		䆏		36	.00046	99.98186	0521	禾	17
19742	0-4697		䚗		36	.00046	99.98187	0702	角	4
19743	2-7294	E7FD	𧊔		36	.00046	99.98187	0625	虫	6
19744	0-4CE9		䳩		36	.00046	99.98188	1102	鳥	9
19745	0-4909		䤉		36	.00046	99.98188	0718	酉	10
19746	0-36A5		㚥		36	.00046	99.98189	0309	女	3
19747	0-4A66		䩦		36	.00046	99.98189	0902	革	7
19748	0-380D		㠍		36	.00046	99.9819	0317	山	12
19749	2-1FF7	F77B	𡿷		36	.00046	99.9819	0318	巛	6
19750	0-3638		㘸		36	.00046	99.98191	0303	土	6
19751	0-4ACB		䫋		36	.00046	99.98191	0906	頁	8
19752	2-4D2F	E5C8	𤴯		36	.00046	99.98191	0510	疒	3
19753	0-392E		㤮		36	.00046	99.98192	0401	心	7
19754	2-192B	E097	𡤫		36	.00046	99.98192	0309	女	20
19755	0-38B4		㢴		36	.00046	99.98193	0328	弓	6
19756	2-1EB8	E377	𡺸		36	.00046	99.98193	0317	山	10
19757	0-45D3		䗓		36	.00046	99.98194	0625	虫	9
19758	2-1DCF	E433	𡷏		36	.00046	99.98194	0317	山	6
19759	0-35E2		㗢		36	.00046	99.98195	0301	口	11
19760	0-4A59		䩙		36	.00046	99.98195	0902	革	5
19761	0-4490		䒐		36	.00046	99.98196	0622	色	15
19762	0-4C93		䲓		36	.00046	99.98196	1101	魚	13
19763	0-4969		䥩		36	.00046	99.98196	0801	金	13
19764	0-404B		䁋		36	.00046	99.98197	0515	目	9
19765	2-20BA	E7E2	𢂺		36	.00046	99.98197	0321	巾	7
19766	0-5778		坸		36	.00046	99.98198	0303	土	5
19767	2-3D77	E882	𣵷		36	.00046	99.98198	0425	水	7
19768	0-3FCE		㿎		36	.00046	99.98199	0510	疒	12
19769	0-4FBC		侼		36	.00046	99.98199	0203	人	7
19770	2-965A	E6C7	𩙚		36	.00046	99.982	0907	風	16
19771	0-4797		䞗		36	.00046	99.982	0710	走	3
19772	0-357B		㕻		36	.00046	99.98201	0301	口	5
19773	2-1C95	E08C	𡲕		36	.00046	99.98201	0315	尸	9
19774	2-3E22	EC8E	𣸢		36	.00046	99.98201	0425	水	9
19775	0-3CCF		㳏		36	.00046	99.98202	0425	水	5
19776	2-6D49	F772	𦵉		36	.00046	99.98202	0623	艸	9
19777	0-4D3B		䴻		36	.00046	99.98203	1105	麥	8
19778	0-3945		㥅		36	.00046	99.98203	0401	心	8
19779	0-42F7		䋷		36	.00046	99.98204	0603	糸	9
19780	2-37F6	E517	𣟶		36	.00046	99.98204	0415	木	16
19781	0-5744		坄		36	.00046	99.98205	0303	土	4
19782	0-473A		䜺		36	.00046	99.98205	0705	豆	8
19783	0-83FF		菿		36	.00046	99.98206	0623	艸	8
19784	0-8EFD		軽		36	.00046	99.98206	0713	車	5
19785	2-484A	E0DE	𤡊		36	.00046	99.98206	0434	犬	11
19786	0-69B8		榸		36	.00046	99.98207	0415	木	10
19787	0-670E		朎		36	.00046	99.98207	0414	月	5
19788	0-6D6C		浬		36	.00046	99.98208	0425	水	7
19789	0-711F		焟		36	.00046	99.98208	0426	火	8
19790	0-618F		憏		36	.00046	99.98209	0401	心	11
19791	0-8504		蔄		36	.00046	99.98209	0623	艸	11
19792	0-6457		摗		36	.00046	99.9821	0404	手	11
19793	0-7C3C		簼		36	.00046	99.9821	0601	竹	13
19794	0-62FA		拺		36	.00046	99.98211	0404	手	6
19795	0-8633		蘳		36	.00046	99.98211	0623	艸	17
19796	0-7077		灷		36	.00046	99.98211	0426	火	3
19797	0-9029		逩		36	.00046	99.98212	0716	辵	8
19798	0-78F0		磰		36	.00046	99.98212	0518	石	12
19799	0-8483		蒃		36	.00046	99.98213	0623	艸	9
19800	0-7907		礇		36	.00046	99.98213	0518	石	12
19801	0-6A56		橖		36	.00046	99.98214	0415	木	12
19802	0-73DC		珜		36	.00046	99.98214	0502	玉	6
19803	0-69AA		榪		36	.00046	99.98215	0415	木	10
19804	0-7FF4		翴		36	.00046	99.98215	0607	羽	10
19805	0-8817		蠗		36	.00046	99.98216	0625	虫	14
19806	0-92C5		鋅		36	.00046	99.98216	0801	金	7
19807	0-86F0		蛰		36	.00046	99.98217	0625	虫	6
19808	0-787B		硻		36	.00046	99.98217	0518	石	8
19809	0-8D60		赠		36	.00046	99.98217	0708	貝	12
19810	0-7574		畴		36	.00046	99.98218	0508	田	7
19811	0-83E6		菦		36	.00046	99.98218	0623	艸	7
19812	0-5FDB		忛		36	.00046	99.98219	0401	心	3
19813	0-7A7B		穻		36	.00046	99.98219	0522	穴	3
19814	0-705B		灛		36	.00046	99.9822	0425	水	20
19815	0-80D3		胓		36	.00046	99.9822	0613	肉	5
19816	0-650A		攊		36	.00046	99.98221	0404	手	16
19817	0-8790		螐		36	.00046	99.98221	0625	虫	10
19818	0-6A36		樶		36	.00046	99.98222	0415	木	12
19819	0-63C8		揈		36	.00046	99.98222	0404	手	9
19820	0-7E71		繱		36	.00046	99.98222	0603	糸	12
19821	0-6B51		歑		36	.00046	99.98223	0416	欠	11
19822	0-9357		鍗		36	.00046	99.98223	0801	金	9
19823	0-8EB4		躴		36	.00046	99.98224	0712	身	7
19824	0-7BD3		篓		36	.00046	99.98224	0601	竹	9
19825	0-9904		餄		35	.00044	99.98225	0909	食	6
19826	0-EC00	EC00			35	.00044	99.98225	0317	夊	11
19827	0-EA8A	EA8A			35	.00044	99.98226	0217	刂	10
19828	0-98F3		飳		35	.00044	99.98226	0909	食	5
19829	0-9710		霐		35	.00044	99.98226	0807	雨	8
19830	0-9B7A		魺		35	.00044	99.98227	1101	魚	5
19831	0-9D0E		鴎		35	.00044	99.98227	1102	鳥	4
19832	0-3BB9		㮹		35	.00044	99.98228	0415	木	10
19833	0-9BEE		鯮		35	.00044	99.98228	1101	魚	8
19834	0-40BF		䂿		35	.00044	99.98229	0518	石	8
19835	2-242E	E9C5	𢐮		35	.00044	99.98229	0328	弓	14
19836	0-4A79		䩹		35	.00044	99.9823	0902	革	10
19837	0-34E2		㓢		35	.00044	99.9823	0212	刀	6
19838	0-591F		够		35	.00044	99.9823	0307	夕	8
19839	2-9AF6	E312	𩫶		35	.00044	99.98231	1004	髟	2
19840	0-4953		䥓		35	.00044	99.98231	0801	金	11
19841	0-4B39		䬹		35	.00044	99.98232	0909	食	6
19842	2-3E71	EC9C	𣹱		35	.00044	99.98232	0425	水	10
19843	0-4FFF		俿		35	.00044	99.98233	0203	人	8
19844	0-5D05		崅		35	.00044	99.98233	0317	山	7
19845	2-8795	EA05	𨞕		35	.00044	99.98234	0717	邑	13
19846	0-42FE		䋾		35	.00044	99.98234	0603	糸	9
19847	2-29DC	F8D0	𢧜		35	.00044	99.98234	0402	戈	9
19848	2-8793	E39E	𨞓		35	.00044	99.98235	0717	邑	12
19849	0-4D9C		䶜		35	.00044	99.98235	1501	齒	7
19850	0-3A0B		㨋		35	.00044	99.98236	0404	手	8
19851	0-5796		垖		35	.00044	99.98236	0303	土	6
19852	0-3D86		㶆		35	.00044	99.98237	0425	水	15
19853	2-679C	E89E	𦞜		35	.00044	99.98237	0613	肉	10
19854	2-9EAD	E711	𩺭		35	.00044	99.98238	1101	魚	11
19855	2-92AE	E2F2	𩊮		35	.00044	99.98238	0902	革	7
19856	0-4CF4		䳴		35	.00044	99.98238	1102	鳥	10
19857	2-8534	EEA4	𨔴		35	.00044	99.98239	0716	辵	8
19858	2-A506	E361	𪔆		35	.00044	99.98239	1302	鼎	3
19859	0-4EDB		仛		35	.00044	99.9824	0203	人	3
19860	0-4501		䔁		35	.00044	99.9824	0623	艸	10
19861	2-A1BB	E336	𪆻		35	.00044	99.98241	1102	鳥	13
19862	0-4CEF		䳯		35	.00044	99.98241	1102	鳥	9
19863	0-423A		䈺		35	.00044	99.98242	0601	竹	11
19864	0-44FE		䓾		35	.00044	99.98242	0623	艸	10
19865	2-29F3	E0EC	𢧳		35	.00044	99.98242	0402	戈	11
19866	0-3BB3		㮳		35	.00044	99.98243	0415	木	10
19867	0-3770		㝰		35	.00044	99.98243	0311	宀	15
19868	0-4012		䀒		35	.00044	99.98244	0515	目	3
19869	0-4306		䌆		35	.00044	99.98244	0603	糸	9
19870	0-4EA3		亣		35	.00044	99.98245	0202	亠	2
19871	0-345C		㑜		35	.00044	99.98245	0203	人	7
19872	2-799E	E2C4	𧦞		35	.00044	99.98246	0703	言	5
19873	0-59C7		姇		35	.00044	99.98246	0309	女	5
19874	2-1D97	EB4C	𡶗		35	.00044	99.98246	0317	山	5
19875	0-5402		吂		35	.00044	99.98247	0301	口	3
19876	2-0469	EA73	𠑩		35	.00044	99.98247	0203	人	20
19877	0-3C63		㱣		35	.00044	99.98248	0418	歹	7
19878	0-498E		䦎		35	.00044	99.98248	0803	門	4
19879	0-4C3F		䰿		35	.00044	99.98249	1101	魚	5
19880	0-3F7F		㽿		35	.00044	99.98249	0510	疒	5
19881	0-50D8		僘		35	.00044	99.9825	0203	人	12
19882	0-3BE4		㯤		35	.00044	99.9825	0415	木	12
19883	2-4A3F	ED10	𤨿		35	.00044	99.9825	0502	玉	11
19884	0-42B3		䊳		35	.00044	99.98251	0602	米	19
19885	2-4BDF	E8C1	𤯟		35	.00044	99.98251	0506	生	5
19886	0-5432		吲		35	.00044	99.98252	0301	口	4
19887	0-4D68		䵨		35	.00044	99.98252	1203	黑	7
19888	0-3BF2		㯲		35	.00044	99.98253	0415	木	13
19889	0-585D		塝		35	.00044	99.98253	0303	土	10
19890	0-395A		㥚		35	.00044	99.98254	0401	心	8
19891	0-5724		圤		35	.00044	99.98254	0303	土	2
19892	0-3F9C		㾜		35	.00044	99.98254	0510	疒	7
19893	2-8622	F178	𨘢		35	.00044	99.98255	0716	辵	15
19894	2-4BA7	E0F0	𤮧		35	.00044	99.98255	0504	瓦	16
19895	2-7AE3	EA0C	𧫣		35	.00044	99.98256	0703	言	11
19896	0-3CE6		㳦		35	.00044	99.98256	0425	水	7
19897	2-7E6C	E64C	𧹬		35	.00044	99.98257	0709	赤	9
19898	2-07EA	E7CA	𠟪		35	.00044	99.98257	0212	刀	13
19899	0-4436		䐶		35	.00044	99.98258	0613	肉	12
